Date,close,high,low,open,volume
1986-03-13,0.05938863754272461,0.06204036251277236,0.05408640733267118,0.05408640733267118,1031788800
1986-03-14,0.06150953844189644,0.06257059450099187,0.05938864605392244,0.05938864605392244,308160000
1986-03-17,0.06257059425115585,0.06310081734603225,0.061509538196297085,0.061509538196297085,133171200
1986-03-18,0.06097932159900665,0.06310082406967261,0.0604490984476329,0.06257060091829887,67766400
1986-03-19,0.059918858110904694,0.06150952710880545,0.05938863511160445,0.0609793041095052,47894400
1986-03-20,0.05832821875810623,0.05991888856445905,0.05779799548932196,0.05991888856445905,58435200
1986-03-21,0.056737519800662994,0.05938863478247172,0.0556770738079395,0.05832818878974823,59990400
1986-03-24,0.055146824568510056,0.056737492800633955,0.05461660182446875,0.056737492800633955,65289600
1986-03-25,0.05620729550719261,0.05620729550719262,0.054616626554815605,0.05514684953894128,32083200
1986-03-26,0.057797983288764954,0.0583282064456246,0.055677090661326374,0.05620731381818602,22752000
1986-03-27,0.05885843187570572,0.05885843187570572,0.057797985521030035,0.057797985521030035,16848000
1986-03-31,0.05832821875810623,0.05885844202689051,0.05726777222053769,0.05885844202689051,12873600
1986-04-01,0.057797983288764954,0.0583282064456246,0.057797983288764954,0.0583282064456246,11088000
1986-04-02,0.05832821875810623,0.059388665295674783,0.05779799548932196,0.05779799548932196,27014400
1986-04-03,0.05885843187570572,0.06044910140771925,0.05885843187570572,0.05885843187570572,23040000
1986-04-04,0.05885843187570572,0.05938865505304357,0.05885843187570572,0.05885843187570572,26582400
1986-04-07,0.057797983288764954,0.059388652759343886,0.05673753697504567,0.05885842960248425,16560000
1986-04-08,0.05832821875810623,0.059388665295674783,0.05779799548932196,0.05779799548932196,10252800
1986-04-09,0.05938863754272461,0.059918860563729956,0.05832819150071393,0.05832819150071393,12153600
1986-04-10,0.059918858110904694,0.06044908111020495,0.05832818911300395,0.05938863511160445,13881600
1986-04-11,0.06097932159900665,0.06204037776692512,0.0604490984476329,0.0604490984476329,17222400
1986-04-14,0.06150953844189644,0.062040371403998366,0.06097931534490294,0.06097931534490294,12153600
1986-04-15,0.06150953844189644,0.06150953844189644,0.05938864605392244,0.06150953844189644,9302400
1986-04-16,0.06363105028867722,0.06416127346561283,0.06097932453879873,0.061509547715734345,31910400
1986-04-17,0.0641612634062767,0.0641612634062767,0.06363104031247056,0.06363104031247056,22003200
1986-04-18,0.06204037368297577,0.06416126614885816,0.06150954070137434,0.06416126614885816,21628800
1986-04-21,0.06204037368297577,0.06257059679944636,0.06044909446843314,0.06204037368297577,22924800
1986-04-22,0.06097932159900665,0.06204037776692512,0.06097932159900665,0.06204037776692512,15552000
1986-04-23,0.0612444244325161,0.06150953825582694,0.060449092065047845,0.06097931516043739,15609600
1986-04-24,0.067342609167099,0.06840305546805821,0.060979321496173834,0.06124443079579733,62352000
1986-04-25,0.07158499211072922,0.07450122122001979,0.06787282082098574,0.06787282082098574,85795200
1986-04-28,0.0721152275800705,0.07264545073197269,0.07105417141109453,0.07158500442816831,28886400
1986-04-29,0.06999372690916061,0.07211522943655546,0.06946350374360873,0.07211522943655546,30326400
1986-04-30,0.06840303540229797,0.0705239273820611,0.06681236641747564,0.06999370438712031,30902400
1986-05-01,0.067342609167099,0.06840305546805821,0.0662821628661398,0.06840305546805821,54345600
1986-05-02,0.067342609167099,0.06840305546805821,0.0668123860166194,0.067342609167099,20246400
1986-05-05,0.06681238114833832,0.06734260426018324,0.06681238114833832,0.06734260426018324,3254400
1986-05-06,0.067342609167099,0.06840305546805821,0.067342609167099,0.067342609167099,9734400
1986-05-07,0.067342609167099,0.0678728323175786,0.0662821628661398,0.067342609167099,5155200
1986-05-08,0.06787283718585968,0.06787283718585968,0.06681239080883837,0.06734261399734902,3542400
1986-05-09,0.067342609167099,0.0678728323175786,0.067342609167099,0.0678728323175786,6076800
1986-05-12,0.06787283718585968,0.06946350675139164,0.06734261399734902,0.06734261399734902,10483200
1986-05-13,0.06840303540229797,0.06893325839723875,0.0678728124073572,0.0678728124073572,3830400
1986-05-14,0.06787283718585968,0.06840306037437033,0.06787283718585968,0.06840306037437033,9302400
1986-05-15,0.06787283718585968,0.06893328356288099,0.06787283718585968,0.06787283718585968,3801600
1986-05-16,0.06840303540229797,0.06999370438712031,0.0678728124073572,0.0678728124073572,11952000
1986-05-19,0.067342609167099,0.06840305546805821,0.0668123860166194,0.06840305546805821,11001600
