Date,close,high,low,open,volume
1998-01-20,43.811431884765625,43.828803586543884,43.029705304744034,43.255537427861384,1744600
1998-01-21,43.27291488647461,43.56823385599291,42.960224212867004,43.411888519189105,1839600
1998-01-22,42.90814208984375,43.28163401491729,42.769168350281504,42.90814208984375,1662600
1998-01-23,42.80391311645508,43.22083434810886,42.42173532077244,43.08186060422427,1693700
1998-01-26,42.97758102416992,43.17735555197023,42.76912064733482,43.012324420309106,1172800
1998-01-27,43.48138427734375,43.672473061622924,42.84731694769011,42.873374509182725,1454500
1998-01-28,43.98518753051758,44.04598854013717,43.481407736526656,43.5682663216975,1181200
1998-01-29,44.14148712158203,44.61052299418444,43.854854088325006,43.95039843274402,1468500
1998-01-30,44.045921325683594,44.43678436249207,43.89826195622262,44.43678436249207,1095600
1998-02-02,45.03610610961914,45.2011371638299,44.69735815623917,44.81895998565762,955600
1998-02-03,45.39224624633789,45.40093209521778,44.836351918024526,45.027440593382245,619400
1998-02-04,45.149070739746094,45.392274660621986,44.923238527504196,45.149070739746094,753200
1998-02-05,45.157745361328125,45.53123700405502,44.87979809232207,45.479121891116385,1067600
1998-02-06,45.64415740966797,45.678900821587796,45.227236466630096,45.305409143449694,1069700
1998-02-09,45.461753845214844,45.72232943087714,45.27066508239583,45.63547090232304,515900
1998-02-10,46.22610092163086,46.33033113791413,45.539918664432655,45.60071962393123,892100
1998-02-11,46.22610092163086,46.35638869198495,46.052383894492074,46.12187070534758,515000
1998-02-12,46.52139663696289,46.75591450649202,45.79178548731672,45.99155996876746,1065000
1998-02-13,46.49538803100586,46.60830416110171,46.234812346169285,46.330356763942696,596700
1998-02-17,46.72988510131836,47.09469089578962,46.634340726575886,46.86885873730741,840600
1998-02-18,47.04258728027344,47.08601655213484,46.60829456165939,46.73858237724361,773000
1998-02-19,46.5995979309082,47.086005663271834,46.5995979309082,47.051262253817285,804800
1998-02-20,46.85149383544922,46.95572407757481,46.31297091780038,46.738577739813174,540600
1998-02-23,46.83408737182617,47.25100803092255,46.67774212466503,47.25100803092255,639200
1998-02-24,46.69509506225586,46.92092699522064,46.434519754988806,46.764581810860406,702700
1998-02-25,47.07734298706055,47.337918686250916,46.73859457811306,46.83413900114953,687400
1998-02-26,47.337921142578125,47.37266457093965,46.921000002239815,47.033916144414775,439800
1998-02-27,47.58108139038086,47.78085591976727,47.19021818071179,47.31182006816439,451300
1998-03-02,47.650577545166016,47.728750202458485,47.407373722478326,47.66794924678656,1062800
1998-03-03,47.867713928222656,47.876399777238845,47.35524883626745,47.372620534299834,596600
1998-03-04,47.546356201171875,47.737444954629275,47.31183818556507,47.59847131575117,691700
1998-03-05,47.12944412231445,47.398705598133056,46.81675337620253,46.97309874925849,778300
1998-03-06,47.82427215576172,47.82427215576171,47.30312135130372,47.30312135130372,933100
1998-03-09,47.737464904785156,48.12832842747717,47.58111949570835,47.59849120782799,685300
1998-03-10,48.20647430419922,48.22384600665118,47.89378366006387,48.01538557722761,563700
1998-03-11,48.36281967163086,48.49310744014279,48.21516020065066,48.32807626669434,406600
1998-03-12,48.302040100097656,48.39758450597809,47.98066346213621,48.32809766533777,576700
1998-03-13,47.89381408691406,48.501824059000384,47.8590706599377,48.46708063202402,458900
1998-03-16,48.6234130859375,48.6234130859375,47.9980315671473,48.11963352913428,733000
1998-03-17,48.78840255737305,48.79708840436563,48.40622528969912,48.51914130060278,499900
1998-03-18,48.9100227355957,48.92739443608783,48.519159474522745,48.69287647944406,410900
1998-03-19,49.04899215698242,49.08373555500401,48.83184591934747,48.91870441440145,730000
1998-03-20,49.56147003173828,49.700443659587535,49.075062334265915,49.231407665596315,754300
1998-03-23,49.18797302246094,49.57883630800053,49.13585791772232,49.57883630800053,551600
1998-03-24,49.71783447265625,49.952352559791414,49.431201255046595,49.45725882028383,470300
